province;red;green;blue;x;x
1652;19;223;253;White Sea;x
1653;20;253;253;Lake Balchasj;x
1654;21;203;203;Lake Bajkal;x
1655;22;203;253;Poyang Lake;x
1656;23;223;253;Lake Titicaca;x
1657;24;253;253;Lake Nicaragua;x
1658;25;203;203;Everglades;x
1659;26;203;253;Lake Ontario;x
1660;27;223;253;Lake Erie;x
1661;28;253;253;Lake Huron;x
1662;29;203;203;Lake Michigan;x
1663;30;203;253;Lake Superior;x
1664;31;223;253;Lake Nipigon;x
1665;32;253;253;Lake Winnipeg;x
1666;33;203;203;Western Pacific #1;x
1667;34;203;253;Western Pacific #2;x
1668;35;223;253;Western Pacific #3;x
1669;36;253;253;Western Pacific #4;x
1670;37;203;203;Western Pacific #5;x
1671;38;203;253;Western Pacific #6;x
1672;39;223;253;Western Pacific #7;x
1673;40;253;253;Western Pacific #8;x
1674;41;203;203;Western Pacific #9;x
1675;42;203;253;Western Pacific #10;x
1676;43;223;253;Western Pacific #11;x
1677;44;253;253;Northern Pacific #1;x
1678;45;203;203;Northern Pacific #2;x
1679;46;203;253;Northern Pacific #3;x
1680;47;223;253;Northern Pacific #4;x
1681;48;253;253;Northern Pacific #5;x
1682;49;203;203;Northern Pacific #6;x
1683;50;203;253;Northern Pacific #7;x
1684;51;223;253;Northern Pacific #8;x
1685;52;253;253;Northern Pacific #9;x
1686;53;203;203;Northern Pacific #10;x
1687;54;203;253;Central Pacific #1;x
1688;55;223;253;Central Pacific #2;x
1689;56;253;253;Central Pacific #3;x
1690;57;203;203;Central Pacific #4;x
1691;58;203;253;Central Pacific #5;x
1692;59;223;253;Central Pacific #6;x
1693;60;253;253;Central Pacific #7;x
1694;61;203;203;Central Pacific #8;x
1695;62;203;253;Central Pacific #9;x
1696;63;223;253;Central Pacific #10;x
1697;64;253;253;Coast of Hawaii;x
1698;65;203;203;Central Pacific #11;x
1699;66;203;253;Central Pacific #12;x
1700;67;223;253;Eastern Pacific #1;x
1701;68;253;253;Eastern Pacific #2;x
1702;69;203;203;Eastern Pacific #3;x
1703;70;203;253;Eastern Pacific #4;x
1704;71;223;253;Eastern Pacific #5;x
1705;72;253;253;Eastern Pacific #6;x
1706;73;203;203;Eastern Pacific #7;x
1707;74;203;253;Eastern Pacific #8;x
1708;75;223;253;Eastern Pacific #9;x
1709;76;253;253;Eastern Pacific #10;x
1710;77;203;203;Eastern Pacific #11;x
1711;78;203;253;Eastern Pacific #12;x
1712;79;223;253;Eastern Pacific #13;x
1713;80;253;253;Eastern Pacific #14;x
1714;81;203;203;Eastern Pacific #15;x
1715;82;203;253;Eastern Pacific #16;x
1716;83;223;253;Eastern Pacific #17;x
1717;85;203;203;Southern Pacifc #1;x
1718;86;203;253;Southern Pacifc #2;x
1719;87;223;253;Southern Pacifc #3;x
1720;88;253;253;Southern Pacifc #4;x
1721;89;203;203;Southern Pacifc #5;x
1722;90;203;253;Southern Pacifc #6;x
1723;91;223;253;Southern Pacifc #7;x
1724;92;253;253;Southern Pacifc #8;x
1725;93;203;203;Southern Pacifc #9;x
1726;94;203;253;Southern Pacifc #10;x
1727;95;223;253;Southern Pacifc #11;x
1728;96;253;253;Southern Pacifc #12;x
1729;97;203;203;Southern Pacifc #13;x
1730;98;203;253;Southern Pacifc #14;x
1731;99;223;253;Southern Pacifc #15;x
1732;100;253;253;Southern Pacifc #16;x
1733;101;203;203;Southern Pacifc #17;x
1734;102;203;253;Southern Pacifc #18;x
1735;103;223;253;Southern Pacifc #19;x
1736;104;203;203;Southern Pacifc #20;x
1737;106;203;253;Southern Pacifc #22;x
1738;107;223;253;Southern Pacifc #23;x
1739;108;253;253;Southern Pacifc #24;x
1740;109;203;203;Southern Pacifc #25;x
1741;110;203;253;Southern Pacifc #26;x
1742;66;68;126;Limburg;x
1743;194;70;173;Cambray;x
1744;66;72;32;Antwerpen;x
1745;195;74;79;Cantabria;x
1746;67;76;126;Burgos;x
1747;195;78;173;Caceres;x
1748;67;80;32;La Mancha;x
1749;195;82;79;Cadiz;x
1750;67;84;126;Alicante;x
1751;195;86;173;Ceuta;x
1752;68;88;32;Rzhev;x
1753;196;90;79;Kostroma;x
1754;68;92;126;Orel;x
1755;196;94;173;Ustyug;x
1756;68;96;32;Budjak;x
1757;196;98;79;Oberpfalz;x
1758;68;100;126;Hannover;x
1759;197;102;173;Potsdam;x
1760;69;104;32;Koblenz;x
1761;197;106;79;Alzey;x
1762;69;108;126;Kassel;x
1763;197;110;173;Niederlausitz;x
1764;69;112;32;Burgas;x
1765;197;114;79;Nis;x
1766;70;116;126;Kosovo;x
1767;198;118;173;Osijek;x
1768;70;120;32;Lienz;x
1769;198;122;79;Görz;x
1770;70;124;126;Ostmarch;x
1771;198;126;173;Erz;x
1772;70;128;32;Presburg;x
1773;199;130;79;Achaea;x
1774;71;132;126;Treviso;x
1775;199;134;173;Holstein;x
1776;71;136;32;Karelia;x
1777;199;138;79;Kola;x
1778;71;140;126;Kasimov;x
1779;199;142;173;Rub' al Khali;x
1780;72;144;32;Komi;x
1781;200;146;79;Western Siberia;x
1782;72;148;126;Eastern Siberia;x
1783;200;150;173;Koryak;x
1784;72;152;32;Tiam Shan;x
1785;190;77;100;Pamir;
1786;72;156;126;Takla Makan;x
1787;201;158;173;Himalaya;x
1788;73;32;32;Arunachal;x
1789;201;34;79;Maoke;x
1790;73;36;126;Western Australia;x
1791;201;38;173;Central Australia;x
1792;201;42;79;Antananarivo;x
1793;74;44;126;El Djouf;x
1794;202;46;173;Central Sahara;x
1795;74;48;32;East Sahara;x
1796;202;50;79;Central Africa;x
1797;74;52;126;Inner Kongo;x
1798;150;197;70;Imatong;
1799;30;167;50;Urgoma;
1800;150;47;140;Limpopo;
1801;75;60;126;Kalahari;x
1802;203;62;173;Northern Amazonas;x
1803;75;64;32;Southern Amazonas;x
1804;203;66;79;Greenland;x
1805;75;68;126;Québec;x
1806;203;70;173;Weagamow;x
1807;76;72;32;Baffin Island;x
1808;204;74;79;Great Basin;x
1809;76;76;126;Great Plains;x
1810;204;78;173;Alaska;x
1811;76;80;32;Nunavut;x
1812;204;82;79;Northwest Territories;x
1813;229;42;79;Saskatoon;x
1814;205;86;173;Columbia;x
1815;77;88;32;Ayeyarwady;x
1816;205;90;79;Hejian;x
1817;77;92;126;Nan;x
1818;205;94;173;Chikuzen;x
1819;77;96;32;Tosa;x
1820;205;98;79;Awa;x
1821;78;100;126;Nanjing;x
1822;206;102;173;Shangai;x
1823;78;104;32;Stung Treng;x
1824;206;106;79;Wenzhou;x
1825;78;108;126;Aki;x
1826;206;110;173;Lika;x
1827;78;112;32;Raska;x
1828;207;114;79;Soli;x
1829;79;116;126;Xiamen;x
1830;207;118;173;Tajima;x
1831;79;120;32;Travunia;x
1832;207;122;79;Yamato;x
1833;79;124;126;Ji'an;x
1834;207;126;173;Dorpat;x
1835;80;128;32;Mino;x
1836;160;137;120;Luoyang;x
1837;80;132;126;Etchu;x
1838;208;134;173;Hefei;x
1839;80;136;32;Totomi;x
1840;208;138;79;Guilin;x
1841;80;140;126;Marienburg;x
1842;209;142;173;Narva;x
1843;81;144;32;Kozuke;x
1844;209;146;79;Xiankhouang;x
1845;81;148;126;Uiji;x
1846;209;150;173;Yozgat;x
1847;81;152;32;Shiribeshi;x
1848;209;154;79;Hamid;x
1849;82;156;126;Hamah ;x
1850;180;17;40;Yaran;x
1851;82;32;32;Ribatejo;x
1852;210;34;79;Tokachi;x
1853;82;36;126;Kozani;x
1854;237;158;173;Acco;x
1855;82;40;32;Sidon;x
1856;211;42;79;Abkhazia;x
1857;83;44;126;Lauenburg;x
1858;211;46;173;Stettin;x
1859;83;48;32;Torun;x
1860;211;50;79;Norfolk;x
1861;83;52;126;Derby;x
1862;211;54;173;Cremona;x
1863;84;56;32;Graz;x
1864;212;58;79;Somogy;x
1865;84;60;126;Ghent;x
1866;212;62;173;Namur ;x
1867;84;64;32;Freiburg;x
1868;212;66;79;Augsburg;x
1869;84;68;126;Zürich;x
1870;213;70;173;S:t Gallen;x
1871;85;72;32;Wallis;x
1872;86;84;126;Ulm;x
1873;85;76;126;Chur;x
1874;213;78;173;Bremen;x
1875;142;110;192;Turin;x
1876;213;82;79;Frankfurt;x
1877;86;92;126;Charolais;x
1878;214;86;173;Aachen;x
1879;86;88;32;Alencon;x
1880;214;90;79;Sundgau;x
1881;213;74;79;St. Barthélemy;x
1882;214;94;173;Bône;x
1883;0;0;232;Western Finish lakes;x
1884;4;255;254;Pielinen;x
1885;2;0;240;Central finish lakes;x
1886;3;0;244;Storavan;x
1887;4;0;248;Storsjon;x
1888;5;0;232;Kara Sea;x
1889;6;0;236;Lake geneva;x
1890;7;0;240;Bodensee;x
1891;8;0;244;Tuz Gola;x
1892;9;0;248;Lake Van;x
1893;10;0;232;Lake Daryacheh;x
1894;11;0;236;Sevan Lake;x
1895;12;0;240;Lake Taihu;x
1896;13;0;244;Lake Hongze;x
1897;14;0;248;Dongting;x
1898;15;0;232;Tonie Sap Lake;x
1899;16;0;236;Tana lake;x
1900;17;0;240;Lake Turkana;x
1901;18;0;244;Lake Volta;x
1902;19;0;248;Lake Poopo;x
1903;20;0;232;Lake Champlain;x
1904;21;0;236;Lac Saint Jean;x
1905;22;0;240;Lac Manicouagan;x
1906;23;0;244;Lac Michikamau;x
1907;24;0;248;Lac Bienville;x
1908;25;0;232;Lac Al Eau Claire;x
1909;26;0;236;Lac Minto;x
1910;27;0;240;La Grande Riviere;x
1911;28;0;244;Lake Island;x
1912;29;0;248;Lake Reindeer;x
1913;30;0;232;Wollaston Lake;x
1914;31;0;236;Great Slave Lake;x
1915;32;0;240;Lake Athabasca;x
1916;33;0;244;Dubawni Lake;x
1917;34;0;248;Yathkyed Lake;x
1918;35;0;232;Kasba Lake;x
1919;36;0;236;Nueltin Lake;x
1920;37;0;240;Wholdaia Lake;x
1921;38;0;244;Peter Pond Lake;x
1922;39;0;248;Great salt lake;x
1923;40;0;232;Williston Lake;x
1924;62;206;252;Greenland tip;x
1925;130;17;30;Tana;x
1926;62;230;252;Northern baltic sea;x
1927;62;218;252;Eastern baltic sea;x
1928;62;234;252;Western Alands sea;x
1929;62;210;252;Western Norwegian Sea;x
1930;110;40;32;Åland;x
1931;130;60;50;East Frisia;x
1932;49;150;248;Gulf of Satalia;x
1933;50;0;232;Bari;x
1934;251;0;36;Lucania;x
1935;52;0;240;Semigallia;x
1936;55;0;0;Kovno;x
1937;65;0;250;Grodno;x
1938;75;0;25;Wizna;x 
1939;85;0;225;Leczyca;x
1940;95;0;50;Belz;x
1941;105;0;200;Turov;x
1942;110;0;75;Zhytomyr;x
1943;115;0;175;Bratslav;x
1944;120;0;100;Cherkasy;x
1945;125;0;150;Novgorod-Seversky;x
1946;63;0;244;Desh;x
1947;220;137;0;Gingee;x
1948;65;0;232;Bidar;x
1949;66;0;236;Rayalaseema;x
1950;67;0;240;Meghalaya;x
1951;68;0;244;Hunyad;x
1952;69;0;248;Maramaros;x
1953;70;0;232;Szabolcs;x
1954;71;0;236;Torontal;x
1955;72;0;240;Kholmogory;x
1956;73;0;244;Suzdal;x
1957;74;0;248;Galich;x
1958;75;0;232;Kargopol;x
1959;76;0;236;Torzhok;x
1960;77;0;240;Ostrov;x
1961;78;0;244;Ladoga;x
1962;79;0;248;Kudymkar;x
1963;80;0;232;Cherdyn;x
1964;81;0;236;Ust-Sysolsk;x
1965;88;116;126;Buzuluk;x
1966;216;118;173;Chelyaba;x
1967;217;126;173;Khujand;x
1968;89;128;32;Kulob;x
1969;216;122;79;Sozak;x
1970;88;120;32;Syghnak;x
1971;88;112;32;Tsaritsyn;x
1972;216;114;79;Udmurtia;x
1973;88;124;126;Urgench;x
1974;215;110;173;Yedishkul;x
1975;105;225;255;Sea of Jutland;x
1976;93;0;244;Dead Sea;x
1977;94;0;248;Mälaren;x
1978;95;0;232;Shetlands;x
1979;96;0;236;Färöarnax;x
1980;136;253;253;Sea of Japan;x
1981;98;0;244;Bornholm;x
1982;99;0;248;Blekinge;x
1983;100;0;232;Lolland;x
1984;101;0;236;Nordjylland;x
1985;102;240;0;Närke;x
1986;103;0;244;New Caledonia;x
1987;104;0;248;Society Islands;x
1988;105;0;232;Rapa Nui;x
1989;106;0;236;Tonga;x
1990;107;0;240;Tuvalu;x
1991;108;0;244;Gilbert Islands;x
1992;109;0;248;Nauru;x
1993;110;0;232;Marshall Islands;x
1994;111;0;236;Wake;x
1995;112;0;240;Micronesia;x
1996;113;0;244;Palau;x
1997;114;0;248;Midway;x
1998;115;0;232;Christmas Island;x
1999;116;0;236;Cocos Island;x
2000;60;221;221;Qinghai Lake;x
2001;95;200;200;Siling Lake;x
2002;200;135;255;Galápagos Islands;x
2003;234;118;173;Ktunaxa;x
2004;101;40;32;Calgary;x
2005;100;156;126;Regina;x
2006;108;144;32;Apsaalooke;x
2007;106;120;32;Arikara;x
2008;235;122;79;Lakota;x
2009;107;124;126;Oglala;x
2010;235;126;173;Connecticut;x
2011;107;128;32;Manahoac;x
2012;235;130;79;Arsigantegok;x
2013;70;197;0;Androscoggin;x
2014;235;134;173;Natchitoches;x
2015;108;136;32;Nipigon;x
2016;236;138;79;Bungi;x
2017;108;140;126;Nehiyawawin;x
2018;101;44;126;Edmonton;x
2019;99;140;126;Washington;x
2020;227;146;79;Idaho;x
2021;236;142;173;Miwok;x
2022;236;146;79;Haida;x
2023;108;148;126;Munsee;x
2024;10;77;30;Garoowe;x
2025;227;138;79;South Georgia;x
2026;200;107;160;Tanjore;x
2027;240;167;40;Arcot;x
2028;120;137;80;Mahur;x
2029;100;167;160;South Kanara;x
2030;203;70;64;Kanara;x
2031;20;197;80;Morasanadu;x
2032;120;197;0;Malenadu;x
2033;60;107;80;Savanaur;x
2034;20;47;0;Pune;x
2035;100;107;40;Gulbarga;x
2036;240;17;160;Baglana;x
2037;77;92;128;Telingana;x
2038;80;167;160;Midnapore;x
2039;100;197;0;Sunderbans;x
2040;160;77;120;Sadiya;x
2041;180;107;160;Manipur;x
2042;140;47;80;Koch Hajo;x
2043;200;47;40;Balasore;x
2044;240;47;0;Bhagalpur;x
2045;20;77;40;Barind;x
2046;120;17;40;Nasirabad;x
2047;200;197;120;Tirhut;x
2048;207;114;192;Garjat;x
2049;220;77;80;Khurda;x
2050;140;167;120;Chanda;x
2051;100;17;80;Bhavnagar;x
2052;201;38;0;Kathiawar;x
2053;60;167;0;Patan;x
2054;73;40;64;Gujarat;x
2055;160;137;40;Gorakhpur;x
2056;120;47;120;Rewa Kantha;x
2057;180;137;40;Bhilsa;x
2058;74;44;192;Mewar;x
2059;60;197;40;Kalpi;x
2060;160;167;120;Upper Doab;x
2061;100;47;120;Katehar;x
2062;140;137;80;Panipat;x
2063;80;17;80;Etawah;x
2064;200;17;0;Shekhawati;x
2065;120;107;40;Bathlana;x
2066;220;47;40;Nagaur;x
2067;20;107;120;Gorwar;x
2068;20;167;40;Siwi;x
2069;180;197;160;Kumaon;x
2070;140;107;0;Chaubusi Rayjas;x
2071;220;17;160;Limbuwan;x
2072;200;146;0;Upper Sind;x
2073;72;152;192;Kashmir;x
2074;140;197;0;Ladakh;x
2075;100;77;0;Doaba;x
2076;180;47;80;Sialkot;x
2077;160;17;40;Margalla;x
2078;200;77;120;Sind Sagar;x
2079;220;107;160;Derajat;x
2080;180;17;0;Srikakulam;x
2081;60;137;120;Lakhnor;x
2082;20;137;160;Raipur;x
2083;205;94;192;Kosta;x
2084;160;197;160;Konaseema;x
2085;64;0;248;Carnatic;x
2086;240;137;0;Cholistan;x
2087;240;77;80;Ajmer;x
2088;80;47;160;Umarkot;x
2089;40;77;40;Chaul;x
2090;40;17;120;Kurnool;x
2091;200;137;0;Tripura;x
2092;220;197;120;Mahadeo;x
2093;105;104;0;Malwa;x
2094;120;77;160;Bahreich;x
2095;180;167;80;Varanasi;x
2096;40;107;80;Damin;x
2097;40;167;0;Baghelkhand;x
2098;206;110;64;Mandla;x
2099;180;77;120;Kandy;x
2100;160;47;80;Vanni;x
2101;140;17;40;Tirunelveli;x
2102;170;137;90;Urkan;x
2103;170;17;15;Udi;
2104;100;107;80;Birija;x
2105;140;167;160;Kuru;x
2106;210;158;173;Mudanjiang;x
2107;232;86;64;Ninguta;x
2108;220;137;40;Hunchun;x
2109;231;74;0;Hinggan;x
2110;180;77;160;Yehe;x
2111;200;107;0;Hetu Ala;x
2112;180;47;120;Andong;x
2113;40;47;40;Gaizhou;x
2114;140;17;80;Ereen;x
2115;160;47;120;Chahar;x
2116;190;77;150;Ih Huree;x
2117;210;167;30;Zasagt;x
2118;200;17;80;Urzhar;x
2119;90;137;0;Chuguchak;x
2120;102;52;255;Dzungaria;x
2121;190;167;0;Kuqa;x
2122;130;47;90;Hami;x
2123;10;17;60;Qakilik;x
2124;70;137;150;Yarkand;x
2125;220;107;40;Naryn;x
2126;193;54;255;Taraz;x
2127;64;40;128;Badakhshan;x
2128;80;197;120;Guge;x
2129;96;104;64;U-Tsang;x
2130;140;77;40;Nyingchi;x
2131;224;106;128;Qamdo;x
2132;160;107;80;Markam;x
2133;200;167;160;Dege;x
2134;100;36;64;Amdo;x
2135;96;108;192;Kham;x
2136;99;144;64;Xuan Fu;x
2137;120;17;120;Daming;x
2138;80;167;40;Wuding;x
2139;98;132;0;Shandong Bandao;x
2140;100;197;80;Yanzhou;x
2141;220;17;40;Xuzhou;x
2142;225;122;0;Huai'an;x
2143;240;47;80;Fengyang;x
2144;200;197;0;Fuyang;x
2145;20;77;120;Zhenjiang;x
2146;200;47;120;Ningguo;x
2147;220;77;160;Huizhou;x
2148;180;17;80;Shanyin;x
2149;160;197;40;Ningbo;x
2150;140;167;0;Jinhua;x
2151;240;107;0;Poyang;x
2152;120;137;160;Jianning;x
2153;100;107;120;Tingzhou;x
2154;150;77;0;Kelam;x
2155;30;47;150;Middag;x
2156;80;77;80;Chaozhou;x
2157;60;47;40;Huizhou;x
2158;40;17;0;Shiurwan;x
2159;220;137;80;Leizhou;x
2160;240;167;120;Yazhou;x
2161;200;107;40;Lianzhou;x
2162;20;197;160;Wuzhou;x
2163;94;80;255;Guangxi;x
2164;180;77;0;Namning;x
2165;140;17;120;Pu'er;x
2166;120;197;80;Dehong;x
2167;100;167;40;Lijiang;x
2168;224;98;192;Bozhou;x
2169;100;47;0;Langzhong;x
2170;80;137;0;Songqu;x
2171;120;77;40;Xiangxang;x
2172;225;114;64;Yichuan;x
2173;40;167;80;Yuanling;x
2174;20;137;40;Hengyang;x
2175;226;126;128;Running;x
2176;180;167;160;Shangqiu;x
2177;227;138;192;Sanguan;x
2178;160;77;0;Lu'an;x
2179;200;137;80;Yan'an;x
2180;240;197;160;Tianshui;x
2181;220;167;120;Pingliang;x
2182;40;77;120;Liangzhou;x
2183;60;107;160;Taozhou;x
2184;20;47;80;Xining;x
2185;60;47;0;Mergen;x
2186;160;197;0;Iman;x
2187;20;197;120;Sartu;x
2188;40;17;160;Alchuka;x
2189;70;47;120;Tsetserleg;x
2190;150;17;90;Qaraqorum;x
2191;50;77;120;Ejin;x
2192;110;197;30;Korla;x
2193;30;197;60;Govi;x
2194;150;17;50;Kunlun Shan;
2195;105;104;32;Ubykhia;x
2196;200;77;80;Guria;x
2197;100;137;80;Kabardia;x
2198;160;17;0;Khundzia;x
2199;140;197;160;Tarki;x
2200;50;197;10;Erg Iguidi;
2201;194;62;192;Alania;x
2202;40;137;120;Melikates;x
2203;180;47;40;Kakheti;x
2204;220;107;120;Samtskhe;x
2205;109;32;32;Nakhchivan;x
2206;109;152;32;Urmia;x
2207;20;107;80;Maragheh;x
2208;120;167;120;Terek;x
2209;200;17;160;Ilam;x
2210;220;47;0;Kirmanshah;x
2211;240;77;40;Ardalan;x
2212;60;167;160;Zanjan;x
2213;100;17;40;Markazi;x
2214;189;118;128;Gurgan;x
2215;80;197;0;Qazvin;x
2216;120;47;80;Semnan;x
2217;160;107;160;Yasuj;x
2218;180;137;0;Sarvestan;x
2219;220;197;80;Bandar Langeh;x
2220;140;17;0;Bam;x
2221;62;136;64;Khurasan;x
2222;140;77;120;Ardakan;x
2223;61;124;0;Laristan;x
2224;240;167;0;Ferah;x
2225;60;77;40;Bamyan;x
2226;120;167;160;Jalalabad;x
2227;80;107;80;Kunduz;x
2228;40;47;0;Maymana;x
2229;220;137;160;Bust;x
2230;200;107;120;Chagai;x
2231;60;17;120;Bela;x
2232;180;77;80;Kharan;x
2233;62;132;255;Makran;x
2234;120;197;160;Rafsanjan;x
2235;80;137;80;Sabzevar;x
2236;40;77;0;Bojnord;x
2237;120;137;40;Tekrur;x
2238;160;197;120;Kantor;x
2239;140;167;80;Siine;x
2240;100;107;0;Galam;x
2241;180;17;160;Beafada;x
2242;140;137;0;Karou;x
2243;40;17;80;Termes;x
2244;20;197;40;Tagant;x
2245;200;47;0;Wagadu;x
2246;80;77;160;Baghena;x
2247;60;47;120;Hodh;x
2248;220;77;40;Do;x
2249;20;137;120;Sibiridugu;x
2250;60;197;0;Bendugu;x
2251;41;96;32;Konian;x
2252;220;17;120;Lobi;x
2253;41;100;126;Wasuju;x
2254;120;17;0;Bonoman;x
2255;60;137;80;Gyaaman;x
2256;140;47;40;Dagbon;x
2257;100;197;160;Denkyira;x
2258;80;167;120;Cape Coast;x
2259;100;47;80;Bara;x
2260;80;17;40;Mema;x
2261;120;77;120;Kala;x
2262;180;167;40;Karabara;x
2263;140;107;160;Haayre;x
2264;160;137;0;Hombori;x
2265;40;107;40;Liptako;x
2266;20;77;0;Bilanga;x
2267;240;47;160;Tenkodogo;x
2268;180;47;0;Aribanda;x
2269;160;17;160;Zarmadanga;x
2270;200;77;40;Dallol;x
2271;140;197;120;Azawagh;x
2272;240;137;120;Azbin;x
2273;220;107;80;Ader;x
2274;223;90;79;Agadez;x
2275;223;82;79;Niger;x
2276;20;167;160;Itesan;x
2277;80;47;80;Kawar;x
2278;40;47;120;Kebbi;x
2279;40;197;0;Daura;x
2280;80;107;0;Biram;x
2281;60;77;160;Rano;x
2282;60;17;40;Muniyo;x
2283;100;137;40;Bedde;x
2284;174;38;173;Damasak;x
2285;120;167;80;Marghi;x
2286;225;114;79;Logone;x
2287;120;107;160;Kotoko;x
2288;100;77;120;Yao;x
2289;240;197;40;Ondo;x
2290;220;167;0;Ijebu;x
2291;200;137;160;Ketu;x
2292;180;107;120;Moshi;x
2293;20;17;80;Yawuri;x
2294;219;32;12;Warri;
2295;160;77;80;Atakora;x
2296;100;17;0;Biga;x
2297;160;167;40;Saruhan;x
2298;20;107;40;Tekke;x
2299;180;197;80;Bolu;x
2300;220;47;160;Bozok;x
2301;240;77;0;Kayseri;x
2302;40;137;80;Icel;x
2303;80;197;160;Malatya;x
2304;200;17;120;Canik;x
2305;240;137;160;Erzincan;x
2306;40;197;40;Mush;x
2307;60;17;80;Cizre;x
2308;20;167;0;Diyarbakir;x
2309;80;47;120;Sinjar;x
2310;120;107;0;Tikrit;x
2311;160;167;80;Samayah;x
2312;180;197;120;Wasit;x
2313;60;167;120;Antioch;x
2314;100;167;0;Rahba;x
2315;160;167;160;Suez;x
2316;140;137;120;Al Gharbia;x
2317;100;77;40;Minya;x
2318;240;137;40;Al Watah;x
2319;80;47;0;Asyut;x
2320;120;107;80;Ras Gharib;x
2321;255;2;120;Al Qusayr;x
2322;20;167;80;Wadi Halfa;x
2323;40;197;120;Sahra An Nubyah;x
2324;60;17;160;Halaib;x
2325;179;106;128;Libya;x
2326;220;107;0;Bardiyah;x
2327;180;197;0;Ma'an;x
2328;200;17;40;Tayma;x
2329;220;47;80;Yanbu;x
2330;240;77;120;Ma'din Sulaym;x
2331;100;17;120;Jeddah;x
2332;80;197;80;Truba;x
2333;240;17;0;Abd Al-Qays;x
2334;58;76;64;Badiyat Ash Sham;x
2335;60;167;40;Tamara;x
2336;40;137;0;Falaj;x
2337;20;107;160;Unaizah;x
2338;40;77;80;Hafar;x
2339;20;47;40;Yabrin;x
2340;106;116;126;Kuwait;x
2341;220;197;160;Sharqiyah;x
2342;200;167;120;Wusta;x
2343;183;42;255;Hadramut;x
2344;160;107;40;Al Jawf;x
2345;140;77;0;Ahqaf;x
2346;120;47;160;Jazan;x
2347;56;52;255;Al Hasa;x
2348;233;106;79;Lesbos;x
2349;240;17;120;Kizil-Su;x
2350;20;47;160;Konjikala;x
2351;60;17;0;Shekty;x
2352;100;77;80;Alty-Kuduk;x
2353;80;47;40;Tortkara;x
2354;240;77;160;Shegendyk;x
2355;33;112;32;Altai;x
2356;180;47;160;Shymkent;x
2357;20;107;0;Aksary;x
2358;120;107;120;Altyn;x
2359;40;137;40;Baganaly;x
2360;220;47;120;Tobykty;x
2361;140;137;160;Dzhaman-Kuduk;x
2362;140;197;80;Gurganj;x
2363;160;17;120;Atakent;x
2364;200;77;0;Talas;x
2365;240;137;80;Orda;x
2366;40;197;160;Utva;x
2367;20;167;120;Lower Yaik;x
2368;180;197;40;Karamegdan;x
2369;60;167;80;Lower Ishim;x
2370;120;167;40;Kungirot;x
2371;140;17;160;Song La;x
2372;215;106;192;Thang Long;x
2373;87;100;0;Binh Tri Thien;x
2374;220;137;120;Kauthara;x
2375;200;107;80;Tay Nguyen;x
2376;240;167;160;Prek Ruisey;x
2377;20;197;0;Prek Khmao;x
2378;40;17;40;Kratie;x
2379;80;77;120;Battambang;x
2380;60;47;80;Phnom Penh;x
2381;60;107;0;Luang Namtha;x
2382;100;167;80;Savannakhet;x
2383;120;197;120;Khukhan;x
2384;80;137;40;Nong Khai;x
2385;40;77;160;Nongbua Lamphu;x
2386;20;47;120;Chaiyaphum;x
2387;100;107;160;Phetchaburi;x
2388;240;17;80;Phitsanulok;x
2389;220;197;40;Phra Bang;x
2390;120;137;0;Chaiya;x
2391;140;167;40;Thalang;x
2392;200;47;160;Selangor;x
2393;180;17;120;Terengganu;x
2394;160;197;80;Kedah;x
2395;20;17;120;Hkamti Long;x
2396;40;47;160;Mong Kawng;x
2397;240;197;80;Tamanthi;x
2398;220;167;40;Thaungdut;x
2399;140;77;80;Pagan;x
2400;60;77;0;Hsipaw;x
2401;160;107;120;Mong Pai;x
2402;120;47;40;Sandoway;x
2403;180;137;160;Martaban;x
2404;212;62;64;Tenasserim;x
2405;38;56;192;Bessarabia;x
2406;190;107;30;Ingil;x
2407;70;77;0;Pereyaslav;x
2408;90;77;30;Lipetsk;x
2409;170;47;0;Bahmut;x
2410;110;137;60;Theodoro;x
2411;130;197;120;Mansur;x
2412;10;167;90;Kyzyl-Yar;x
2413;50;17;150;Tyn;x
2414;30;137;90;Azaraba;x
2415;190;17;0;Etkara;x
2416;150;167;120;Majar;x
2417;70;197;150;Kuma;x
2418;110;47;30;Ukek;x
2419;10;77;60;Kanadey;x
2420;10;167;0;Agyidel;x
2421;110;137;150;Ar-Chally;x
2422;190;107;120;Veda-Suvar;x
2423;130;107;90;Alatyr;x
2424;90;167;60;Przemysl;x
2425;104;92;126;Nenets;x
2426;233;94;173;Norilsk;x
2427;170;47;90;Ostyaki;x
2428;110;107;0;Yugan;x
2429;10;137;30;Agan;x
2430;210;77;0;Baykha;x
2431;30;107;30;Uchamin;x
2432;150;137;60;Chulym;x
2433;130;167;60;Vah;x
2434;50;197;90;Barnaul;x
2435;10;47;0;Nukhtui;x
2436;130;77;30;Chuna;x
2437;50;107;60;Seganka;x
2438;90;167;120;Kharya;x
2439;210;197;150;Yarmanka;x
2440;30;17;0;Kagyrgyn;x
2441;50;17;60;Iglino;x
2442;190;197;120;Ust-Kut;x
2443;70;167;90;Kan;x
2444;130;197;30;Bashgird;x
2445;90;47;150;Mangazea;x
2446;110;17;150;Chara;x
2447;210;107;60;Mantrega;x
2448;223;94;173;Sabha;x
2449;130;167;0;Jufra;x
2450;10;137;150;Ghadames;x
2451;50;197;30;Thubaqt;x
